X Y Tilt_Depth
2642.4924 6000.0000 101.5901
2642.4951 6050.0000 101.5990
2642.4980 6100.0000 101.6085
2642.5011 6150.0000 101.6187
2642.5043 6200.0000 101.6295
2642.5078 6250.0000 101.6409
2642.5115 6300.0000 101.6532
2642.5155 6350.0000 101.6662
2642.5197 6400.0000 101.6800
2642.5241 6450.0000 101.6946
2642.5289 6500.0000 101.7102
2642.5339 6550.0000 101.7268
2642.5393 6600.0000 101.7444
2642.5450 6650.0000 101.7631
2642.5510 6700.0000 101.7830
2642.5575 6750.0000 101.8041
2642.5644 6800.0000 101.8267
2642.5717 6850.0000 101.8506
2642.5796 6900.0000 101.8762
2642.5880 6950.0000 101.9035
2642.5969 7000.0000 101.9326
2642.6066 7050.0000 101.9637
2642.6169 7100.0000 101.9970
2642.6280 7150.0000 102.0327
2642.6399 7200.0000 102.0710
2642.6527 7250.0000 102.1122
2642.6666 7300.0000 102.1565
2642.6817 7350.0000 102.2042
2642.6980 7400.0000 102.2559
2642.7158 7450.0000 102.3118
2642.7351 7500.0000 102.3724
2642.7563 7550.0000 102.4384
2642.7796 7600.0000 102.5104
2642.8052 7650.0000 102.5891
2642.8335 7700.0000 102.6756
2642.8650 7750.0000 102.7706
2642.9000 7800.0000 102.8757
2642.9392 7850.0000 102.9922
2642.9834 7900.0000 103.1219
2643.0334 7950.0000 103.2668
2643.0902 8000.0000 103.4296
2643.1555 8050.0000 103.6133
2643.2307 8100.0000 103.8216
2643.3183 8150.0000 104.0590
2643.4209 8200.0000 104.3313
2643.5425 8250.0000 104.6447
2643.6878 8300.0000 105.0081
2643.8638 8350.0000 105.4308
2644.0789 8400.0000 105.9251
2644.3464 8450.0000 106.5038
2644.6827 8500.0000 107.1824
2645.1140 8550.0000 107.9726
2645.6741 8600.0000 108.8830
2646.4172 8650.0000 109.9000
2647.4131 8700.0000 110.8998
2648.7635 8750.0000 112.6140
2650.0000 8784.4598 114.7057
2650.8910 8800.0000 113.7681
2654.3383 8850.0000 114.1905
2657.1953 8900.0000 114.0494
2655.5143 8950.0000 114.7894
2650.0000 8967.8788 113.9702
2641.1599 9000.0000 113.1715
2600.0000 9043.5315 114.9480
2581.5908 9050.0000 117.3797
2550.0000 9062.1350 121.4333
2500.0000 9066.4026 121.6568
2450.0000 9062.0984 122.0282
2418.6694 9050.0000 118.0326
2400.0000 9043.3826 115.7590
2359.1007 9000.0000 114.3648
2350.0000 8966.7082 115.1482
2344.8509 8950.0000 115.9316
2343.1772 8900.0000 115.4957
2346.0575 8850.0000 115.6011
2349.5283 8800.0000 115.1428
2350.0000 8791.8138 115.4877
2351.5018 8750.0000 113.9506
2352.8531 8700.0000 112.4089
2353.8496 8650.0000 110.8947
2354.5930 8600.0000 109.8646
2355.1532 8550.0000 108.9447
2355.5842 8500.0000 108.1482
2355.9201 8450.0000 107.4662
2356.1871 8400.0000 106.8866
2356.4016 8350.0000 106.3933
2356.5769 8300.0000 105.9733
2356.7214 8250.0000 105.6138
2356.8422 8200.0000 105.3052
2356.9440 8150.0000 105.0385
2357.0308 8100.0000 104.8073
2357.1052 8050.0000 104.6055
2357.1696 8000.0000 104.4286
2357.2256 7950.0000 104.2728
2357.2749 7900.0000 104.1350
2357.3182 7850.0000 104.0123
2357.3567 7800.0000 103.9030
2357.3910 7750.0000 103.8049
2357.4217 7700.0000 103.7166
2357.4493 7650.0000 103.6369
2357.4743 7600.0000 103.5648
2357.4968 7550.0000 103.4992
2357.5174 7500.0000 103.4394
2357.5362 7450.0000 103.3847
2357.5534 7400.0000 103.3346
2357.5691 7350.0000 103.2886
2357.5836 7300.0000 103.2462
2357.5970 7250.0000 103.2070
2357.6094 7200.0000 103.1708
2357.6208 7150.0000 103.1373
2357.6315 7100.0000 103.1062
2357.6414 7050.0000 103.0772
2357.6506 7000.0000 103.0503
2357.6591 6950.0000 103.0252
2357.6672 6900.0000 103.0017
2357.6746 6850.0000 102.9798
2357.6817 6800.0000 102.9593
2357.6882 6750.0000 102.9400
2357.6944 6700.0000 102.9220
2357.7002 6650.0000 102.9051
2357.7056 6600.0000 102.8893
2357.7107 6550.0000 102.8744
2357.7155 6500.0000 102.8604
2357.7200 6450.0000 102.8472
2357.7242 6400.0000 102.8348
2357.7282 6350.0000 102.8232
2357.7319 6300.0000 102.8123
2357.7354 6250.0000 102.8020
2357.7387 6200.0000 102.7924
2357.7418 6150.0000 102.7833
2357.7447 6100.0000 102.7748
2357.7475 6050.0000 102.7669
2357.7500 6000.0000 102.7594
2357.7524 5950.0000 102.7525
2357.7546 5900.0000 102.7460
2357.7567 5850.0000 102.7399
2357.7586 5800.0000 102.7343
2357.7604 5750.0000 102.7291
2357.7621 5700.0000 102.7242
2357.7636 5650.0000 102.7198
2357.7650 5600.0000 102.7158
2357.7663 5550.0000 102.7120
2357.7674 5500.0000 102.7087
2357.7685 5450.0000 102.7057
2357.7694 5400.0000 102.7030
2357.7702 5350.0000 102.7007
2357.7709 5300.0000 102.6987
2357.7714 5250.0000 102.6970
2357.7719 5200.0000 102.6956
2357.7723 5150.0000 102.6945
2357.7726 5100.0000 102.6937
2357.7727 5050.0000 102.6933
2357.7728 5000.0000 102.6931
2357.7727 4950.0000 102.6933
2357.7726 4900.0000 102.6938
2357.7723 4850.0000 102.6945
2357.7719 4800.0000 102.6956
2357.7714 4750.0000 102.6970
2357.7709 4700.0000 102.6987
2357.7702 4650.0000 102.7007
2357.7694 4600.0000 102.7030
2357.7684 4550.0000 102.7057
2357.7674 4500.0000 102.7087
2357.7663 4450.0000 102.7121
2357.7650 4400.0000 102.7158
2357.7636 4350.0000 102.7198
2357.7621 4300.0000 102.7243
2357.7604 4250.0000 102.7291
2357.7586 4200.0000 102.7343
2357.7567 4150.0000 102.7399
2357.7546 4100.0000 102.7460
2357.7524 4050.0000 102.7525
2357.7500 4000.0000 102.7595
2357.7475 3950.0000 102.7669
2357.7447 3900.0000 102.7749
2357.7418 3850.0000 102.7834
2357.7387 3800.0000 102.7924
2357.7354 3750.0000 102.8021
2357.7319 3700.0000 102.8123
2357.7282 3650.0000 102.8233
2357.7242 3600.0000 102.8349
2357.7199 3550.0000 102.8473
2357.7154 3500.0000 102.8604
2357.7107 3450.0000 102.8744
2357.7056 3400.0000 102.8893
2357.7001 3350.0000 102.9052
2357.6944 3300.0000 102.9221
2357.6882 3250.0000 102.9401
2357.6816 3200.0000 102.9594
2357.6746 3150.0000 102.9799
2357.6671 3100.0000 103.0018
2357.6591 3050.0000 103.0253
2357.6505 3000.0000 103.0504
2357.6413 2950.0000 103.0774
2357.6314 2900.0000 103.1064
2357.6208 2850.0000 103.1375
2357.6093 2800.0000 103.1710
2357.5969 2750.0000 103.2072
2357.5836 2700.0000 103.2464
2357.5690 2650.0000 103.2888
2357.5533 2600.0000 103.3349
2357.5361 2550.0000 103.3850
2357.5173 2500.0000 103.4397
2357.4967 2450.0000 103.4996
2357.4741 2400.0000 103.5652
2357.4491 2350.0000 103.6374
2357.4215 2300.0000 103.7172
2357.3907 2250.0000 103.8055
2357.3564 2200.0000 103.9037
2357.3179 2150.0000 104.0131
2357.2745 2100.0000 104.1359
2357.2253 2050.0000 104.2738
2357.1692 2000.0000 104.4298
2357.1046 1950.0000 104.6068
2357.0302 1900.0000 104.8088
2356.9433 1850.0000 105.0403
2356.8414 1800.0000 105.3073
2356.7204 1750.0000 105.6162
2356.5757 1700.0000 105.9762
2356.4001 1650.0000 106.3967
2356.1852 1600.0000 106.8906
2355.9178 1550.0000 107.4710
2355.5812 1500.0000 108.1539
2355.1493 1450.0000 108.9513
2354.5879 1400.0000 109.8722
2353.8428 1350.0000 110.9030
2352.8439 1300.0000 112.4214
2351.4893 1250.0000 113.9615
2350.0000 1208.6186 115.5316
2349.5024 1200.0000 115.1494
2346.0294 1150.0000 115.6007
2343.1642 1100.0000 115.4965
2344.9051 1050.0000 115.9775
2350.0000 1033.6214 115.1911
2359.3040 1000.0000 114.3068
2400.0000 956.9940 115.7537
2419.8358 950.0000 118.0919
             0
         10000
             0
         10000
      101.5107
             0
